addr_street,bathrooms,bedrooms,lat,lng,parking_space,price,property_id,property_type,year,Shopping_center_id,Distance_to_sc,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket,Train_station_id,Distance_to_train_station,suburb,travel_min_to_CBD,Transfer_flag
22 Donald Street,1.0,2.0,-37.7981307,144.9047346,1.0,6370000.0,631.0,house,2012.0,SC_011,2020,hospital_003,1521,S_201,659,20025,355,FOOTSCRAY,14,0
27 Normanby Street,2.0,4.0,-37.9111409,144.9898839,3.0,5730000.0,86453.0,house,2013.0,SC_015,4793,hospital_198,50,S_150,422,19951,717,BRIGHTON,22,0
65 Chelsey Street,1.0,3.0,-37.772494,144.79817,1.0,2853000.0,7922.0,house,2013.0,SC_102,3301,hospital_057,1962,S_159,1723,20003,1946,ARDEER,31,0
39 Black Street,1.0,3.0,-37.711199,145.07869,2.0,6420000.0,43755.0,house,2011.0,SC_017,5040,hospital_037,2157,S_020,2016,19984,450,WATSONIA,33,0
13 Bimbadeen Street,2.0,4.0,-37.75003,144.752683,2.0,6510000.0,8066.0,house,2013.0,SC_048,2139,hospital_057,5563,S_156,350,20002,4208,BURNSIDE,33,0
21 Victoria Road,1.0,3.0,-37.853,145.265044,1.0,3360000.0,72200.0,house,2014.0,SC_032,5496,hospital_002,389,S_139,1128,19870,1283,BAYSWATER,0,1
2 Langford Drive,2.0,4.0,-37.590175,144.908019,2.0,6215000.0,25821.0,house,2011.0,SC_016,594,hospital_104,6825,S_178,2330,40221,3372,CRAIGIEBURN,0,1
30 Morokai Grove,1.0,3.0,-37.74946976,145.3421326,2.0,3990000.0,67349.0,house,2008.0,SC_084,2663,hospital_151,1318,S_233,1175,19876,833,LILYDALE,59,0
12 Viewside Crescent,2.0,4.0,-37.5755012,144.9142706,2.0,6720000.0,25259.0,house,2014.0,SC_005,554,hospital_104,8388,S_178,2696,40221,3891,CRAIGIEBURN,0,1
758 Malvern Road,2.0,3.0,-37.849776,145.013914,2.0,20000000.0,68651.0,house,2011.0,SC_038,1139,hospital_132,655,S_115,784,19946,111,ARMADALE,22,0
1b Daly Road,3.0,4.0,-37.945985,145.014159,2.0,21450000.0,89296.0,house,2015.0,SC_046,2242,hospital_036,998,S_214,702,19948,971,SANDRINGHAM,28,0
34 Patterson Street,1.0,3.0,-38.066943,145.122007,0.0,4815000.0,93905.0,house,2011.0,SC_070,5818,hospital_096,9222,S_077,1501,19859,489,BONBEACH,51,0
205/13 Highmoore Avenue,1.0,2.0,-37.84394,145.264131,1.0,4332000.0,72190.0,house,2016.0,SC_032,4657,hospital_002,1331,S_139,265,19870,429,BAYSWATER,0,1
100 Creswick Street,1.0,3.0,-37.79709625,144.8906403,0.0,8970000.0,167.0,house,2008.0,SC_043,2590,hospital_003,557,S_201,765,20024,606,FOOTSCRAY,17,0
46a Kinkora Road,2.0,3.0,-37.8167762,145.0315238,2.0,33120000.0,54537.0,house,2014.0,SC_083,544,hospital_086,290,S_208,495,19904,677,HAWTHORN,20,0
44 New Street,2.0,4.0,-37.926751,144.994708,2.0,26250000.0,86767.0,house,2013.0,SC_046,4085,hospital_156,1690,S_009,1279,19950,488,BRIGHTON,23,0
38 Baird Street,3.0,5.0,-37.868835,145.073348,2.0,10260000.0,70006.0,house,2011.0,SC_042,1855,hospital_108,1119,S_112,1813,19847,557,ASHBURTON,0,1
34 Toolangi Road,3.0,5.0,-37.77587,145.029986,3.0,16240000.0,38245.0,house,2014.0,SC_001,1364,hospital_039,1393,S_219,1336,19931,302,ALPHINGTON,20,0
38 Magnolia Road,2.0,3.0,-37.8975766,145.010275,2.0,17250000.0,85590.0,house,2011.0,SC_023,3722,hospital_013,293,S_151,1069,19953,545,GARDENVALE,19,0
5 Banchory Street,1.0,5.0,-37.75042725,144.9074707,2.0,5588000.0,14540.0,house,2008.0,SC_082,1837,hospital_184,928,S_197,707,20037,988,ESSENDON,0,1
32 Kambea Crescent,1.0,4.0,-37.73602,145.081101,2.0,10112000.0,42085.0,house,2013.0,SC_017,2460,hospital_066,2733,S_100,2807,19936,1522,VIEWBANK,27,0
19 Abbotsford Street,1.0,2.0,-37.802036,144.999104,0.0,7898000.0,28875.0,house,2012.0,SC_068,2763,hospital_134,1082,S_076,897,19975,519,ABBOTSFORD,10,0
28 Bonanza Road,2.0,3.0,-37.981537,145.051033,2.0,11700000.0,91483.0,house,2014.0,SC_003,3532,hospital_055,195,S_011,1000,19865,1240,BEAUMARIS,38,0
3/12 Albert Hill Road,1.0,3.0,-37.755309,145.342091,2.0,4505000.0,67336.0,house,2012.0,SC_084,2498,hospital_151,1307,S_233,757,19876,495,LILYDALE,59,0
2/9 Cambridge Street,1.0,3.0,-37.7824707,144.8724518,2.0,3620000.0,1980.0,house,2008.0,SC_043,1573,hospital_056,1694,S_149,1574,20022,2046,MAIDSTONE,21,0
8 Corrigan Avenue,1.0,3.0,-37.817923,144.848399,2.0,8640000.0,2515.0,house,2015.0,SC_033,984,hospital_056,4320,S_056,1951,20022,2440,BROOKLYN,21,0
3 Tibarri Court,2.0,3.0,-37.770482,145.318916,2.0,5000000.0,66201.0,house,2015.0,SC_084,1441,hospital_113,3295,S_168,1272,19877,1688,MOOROOLBARK,54,0
1/137 Bell Street,1.0,3.0,-37.746961,145.016234,1.0,3516000.0,31626.0,house,2013.0,SC_103,1501,hospital_035,1922,S_105,1199,20013,1423,PRESTON,25,0
11 Camphor Court,1.0,3.0,-37.981061,145.237485,1.0,4940000.0,81679.0,house,2015.0,SC_112,2078,hospital_119,1686,S_195,1826,19888,2629,DOVETON,53,0
73 Gooch Street,2.0,3.0,-37.758196,145.005099,1.0,9730000.0,31445.0,house,2012.0,SC_103,2090,hospital_035,577,S_105,803,20014,672,THORNBURY,23,0
73 Keon Street,1.0,2.0,-37.75215912,144.9888001,1.0,6552000.0,31446.0,house,2009.0,SC_103,1816,hospital_144,1571,S_105,1310,20014,918,THORNBURY,23,0
12 Marwick Street,1.0,3.0,-37.7817209,144.9318159,1.0,11004000.0,10000.0,house,2013.0,SC_011,1381,hospital_007,1053,S_086,699,20040,672,FLEMINGTON,0,1
79 Clare Boulevard,2.0,4.0,-37.639013,144.903871,2.0,2358000.0,23789.0,house,2016.0,SC_075,1926,hospital_104,1954,S_211,1941,40220,2780,GREENVALE,39,0
3 Atunga Court,3.0,4.0,-37.830039,145.262665,2.0,10560000.0,62814.0,house,2016.0,SC_032,3544,hospital_164,2556,S_139,1486,19870,1387,HEATHMONT,0,1
6 St Georges Crescent,2.0,4.0,-37.87084961,145.069809,2.0,13650000.0,70226.0,house,2009.0,SC_041,1831,hospital_108,895,S_048,1842,19837,638,ASHBURTON,20,0
17 Wight Street,1.0,2.0,-37.793746,144.928272,0.0,7980000.0,10160.0,house,2012.0,SC_011,1655,hospital_114,205,S_086,731,20041,198,KENSINGTON,20,0
30 Grange Road,1.0,2.0,-37.9483223,145.0144959,2.0,5750000.0,89446.0,house,2009.0,SC_046,2312,hospital_036,1151,S_214,744,19948,900,SANDRINGHAM,28,0
2 Elm Grove,1.0,3.0,-37.824566,144.99855,1.0,8955000.0,52612.0,house,2012.0,SC_038,1975,hospital_122,676,S_076,1686,19907,242,RICHMOND,6,0
89 Murray Street,2.0,3.0,-37.738132,144.950888,1.0,13650000.0,23229.0,house,2016.0,SC_030,640,hospital_084,1895,S_172,1322,19964,1170,COBURG,30,0
5 Mernda Avenue,1.0,3.0,-38.069664,145.123783,2.0,4347000.0,93970.0,house,2012.0,SC_070,5554,hospital_043,8907,S_077,1840,19858,594,BONBEACH,53,0
19A Edward Street,3.0,4.0,-37.960898,145.013663,2.0,16060000.0,89291.0,house,2014.0,SC_079,2739,hospital_058,459,S_214,1876,19948,1421,SANDRINGHAM,28,0
26 Teddington Road,1.0,3.0,-37.936065,145.017046,2.0,19200000.0,87559.0,house,2015.0,SC_046,1908,hospital_036,1368,S_214,1132,19949,1383,HAMPTON,26,0
48 Kinglake Crescent,2.0,3.0,-37.584972,144.912448,2.0,4336000.0,27029.0,house,2008.0,SC_016,888,hospital_104,7349,S_178,2150,40221,3306,CRAIGIEBURN,0,1
13 St John Street,1.0,2.0,-37.852005,144.990217,0.0,9750000.0,83495.0,house,2012.0,SC_066,601,hospital_155,706,S_115,1394,19958,278,WINDSOR,9,0
31 George St,2.0,3.0,-37.95806122,145.0289002,2.0,12920000.0,89449.0,house,2009.0,SC_079,1459,hospital_058,963,S_069,1459,19872,1564,SANDRINGHAM,39,0
19 Henshall Road,2.0,4.0,-37.737929,144.917453,2.0,23520000.0,15061.0,house,2015.0,SC_082,1134,hospital_184,1193,S_197,958,20035,1072,STRATHMORE,36,0
47 Ladd Street,1.0,3.0,-37.707159,145.076241,0.0,3824000.0,43802.0,house,2013.0,SC_047,5344,hospital_037,1774,S_155,2105,19984,788,WATSONIA,33,0
33 Bayview Road,1.0,2.0,-37.80846024,144.8860016,0.0,8034000.0,874.0,house,2009.0,SC_043,2712,hospital_056,1706,S_201,1361,20023,742,SEDDON,19,0
18 Taylors Road,2.0,4.0,-37.806798,145.286201,2.0,3510000.0,63728.0,house,2012.0,SC_022,901,hospital_164,2694,S_055,789,19878,1357,CROYDON,50,0
69 Graham Street,1.0,3.0,-37.69202,144.927437,2.0,5525000.0,19132.0,house,2013.0,SC_059,3766,hospital_104,4641,S_209,1585,20031,1077,BROADMEADOWS,0,1
3 Boulton Court,1.0,2.0,-37.70092,145.113646,2.0,7480000.0,44818.0,house,2012.0,SC_051,5067,hospital_075,830,S_210,1005,19985,583,GREENSBOROUGH,37,0
11 Star Grove,2.0,3.0,-37.682934,145.050336,2.0,5355000.0,39489.0,house,2014.0,SC_062,4659,hospital_041,1461,S_155,1799,20007,3189,BUNDOORA,38,0
96a Sunset Boulevard,2.0,3.0,-37.687658,144.908059,2.0,4524000.0,19294.0,house,2010.0,SC_059,2036,hospital_104,4256,S_153,1602,20031,1078,JACANA,0,1
104 Charles Street,2.0,4.0,-37.805925,144.995587,1.0,13750000.0,28762.0,house,2015.0,SC_068,2287,hospital_134,933,S_076,409,19976,224,ABBOTSFORD,9,0
48 Herbert Street,1.0,3.0,-37.85619354,145.2810211,2.0,4320000.0,73741.0,house,2009.0,SC_049,4880,hospital_049,728,S_024,686,19869,558,BORONIA,3,0
31 Hertford Crescent,1.0,3.0,-37.81129074,145.0946198,2.0,14705000.0,49395.0,house,2009.0,SC_020,2538,hospital_117,1905,S_136,1002,19896,1319,BALWYN,33,0
22 Tanderum Drive,2.0,3.0,-37.737348,144.972383,2.0,10540000.0,22323.0,house,2015.0,SC_030,2035,hospital_144,2130,S_172,791,19964,941,COBURG,30,0
25 Neville Street,1.0,3.0,-37.97758484,145.0713501,2.0,6930000.0,92160.0,house,2009.0,SC_003,1712,hospital_133,586,S_003,884,19865,722,MENTONE,38,0
48 Munro Avenue,2.0,3.0,-37.867843,145.07524,2.0,10170000.0,70130.0,house,2014.0,SC_042,1777,hospital_098,956,S_112,1634,19847,391,ASHBURTON,0,1
23 Palpera Terrace,2.0,4.0,-37.6831398,145.1052551,2.0,5768000.0,44683.0,house,2009.0,SC_062,3910,hospital_075,2448,S_210,2235,19985,2331,GREENSBOROUGH,37,0
15 Woodmason Road,1.0,2.0,-37.852682,145.283224,2.0,3848000.0,73006.0,house,2011.0,SC_049,5138,hospital_049,1104,S_024,1008,19869,870,BORONIA,3,0
3 Maysbury Ave,2.0,5.0,-37.9237175,144.9899139,1.0,3880000.0,86523.0,house,2009.0,SC_046,4600,hospital_156,1337,S_009,1069,19950,315,BRIGHTON,23,0
32 Market Street,1.0,3.0,-37.85055161,145.2960205,1.0,4900000.0,73551.0,house,2009.0,SC_049,4998,hospital_049,1779,S_146,1549,19869,1503,BORONIA,3,0
179 STUD ROAD,2.0,5.0,-37.96951294,145.2231751,1.0,6035000.0,80898.0,house,2008.0,SC_112,2081,hospital_048,870,S_183,1693,19888,2564,DANDENONG NORTH,53,0
1165 Malvern Road,2.0,4.0,-37.851569,145.031481,2.0,4950000.0,68763.0,house,2013.0,SC_038,2380,hospital_157,1258,S_235,985,19911,933,MALVERN,14,0
39 Riddell Street,1.0,3.0,-37.676157,144.895076,1.0,5830000.0,19726.0,house,2010.0,SC_059,1611,hospital_104,3608,S_153,2351,20030,2293,WESTMEADOWS,35,0
1 Bebington Close,2.0,4.0,-37.784584,145.252166,2.0,9024000.0,60990.0,house,2012.0,SC_022,3162,hospital_164,2597,S_157,1428,19878,2777,RINGWOOD,50,0
9 Lindsay Street,3.0,4.0,-37.911628,144.995954,2.0,28340000.0,87198.0,house,2011.0,SC_046,4845,hospital_156,386,S_150,270,19951,391,BRIGHTON,22,0
7 Steane Street,1.0,3.0,-37.730992,145.026237,2.0,3392000.0,35493.0,house,2013.0,SC_047,914,hospital_025,2158,S_225,711,20011,2085,RESERVOIR,29,0
5 Leonard Street,1.0,3.0,-37.848687,145.247112,2.0,8680000.0,72444.0,house,2015.0,SC_032,4311,hospital_179,1723,S_139,1851,19870,2003,BAYSWATER,0,1
13 Paton Street,2.0,3.0,-37.719407,145.122455,2.0,4800000.0,45818.0,house,2015.0,SC_009,5807,hospital_075,2158,S_210,2521,19986,465,MONTMORENCY,40,0
12 Kogarah Court,2.0,3.0,-37.987171,145.170376,1.0,11985000.0,79592.0,house,2016.0,SC_057,670,hospital_096,721,S_079,681,19889,2110,KEYSBOROUGH,50,0
29 Eighth Blvd,2.0,4.0,-37.951811,145.158026,2.0,11494000.0,78903.0,house,2014.0,SC_057,4748,hospital_124,2800,S_075,593,19913,476,SPRINGVALE,43,0
436 Ballarat Rd,1.0,3.0,-37.77779,144.838881,1.0,7140000.0,6739.0,house,2012.0,SC_102,688,hospital_174,559,S_080,664,20004,1247,SUNSHINE NORTH,28,0
1/63 David Street,1.0,2.0,-37.864845,144.826163,1.0,5160000.0,4797.0,house,2011.0,SC_033,4618,hospital_141,5753,S_128,486,19926,399,ALTONA,30,0
252 Hull Road,1.0,3.0,-37.787341,145.317041,1.0,5894000.0,66098.0,house,2014.0,SC_084,3260,hospital_113,4359,S_224,1749,19877,499,MOOROOLBARK,54,0
250 Burwood Highway,1.0,3.0,-37.850605,145.116839,1.0,5980000.0,56461.0,house,2016.0,SC_037,3547,hospital_047,1708,S_097,1561,19840,2593,BURWOOD,27,0
4 Josephine Close,3.0,5.0,-37.907996,145.277404,2.0,11645000.0,82771.0,house,2014.0,SC_049,3101,hospital_150,3310,S_199,2339,19867,3148,ROWVILLE,0,1
19 Houston Street,1.0,3.0,-37.98264313,145.0908508,2.0,10200000.0,92065.0,house,2008.0,SC_003,1291,hospital_001,1812,S_003,1211,19864,1724,MENTONE,40,0
81 Beavers Road,2.0,4.0,-37.766314,144.993839,1.0,16250000.0,30439.0,house,2010.0,SC_103,3059,hospital_035,1289,S_105,1903,20015,375,NORTHCOTE,21,0
3 Rothsay Avenue,2.0,4.0,-37.844184,145.120262,2.0,7928000.0,56551.0,house,2015.0,SC_037,2804,hospital_047,1186,S_097,1567,20042,2780,BURWOOD,31,0
78 St Georges Road,1.0,2.0,-37.774441,144.990531,1.0,5160000.0,30405.0,house,2010.0,SC_103,4008,hospital_035,1992,S_138,2489,20017,435,NORTHCOTE,18,0
39 Addison Street,3.0,5.0,-37.876823,144.981071,2.0,17040000.0,84926.0,house,2011.0,SC_015,906,hospital_103,2037,S_017,950,19955,1248,ELWOOD,15,0
232 Karoo Road,2.0,4.0,-37.906884,145.271106,2.0,5328000.0,82675.0,house,2012.0,SC_049,3544,hospital_150,3810,S_199,2581,19868,3515,ROWVILLE,24,0
8 Wimble Street,1.0,2.0,-37.773422,144.999316,0.0,8000000.0,30431.0,house,2014.0,SC_103,3773,hospital_035,1390,S_105,2516,20016,532,NORTHCOTE,20,0
47 Boberrit Wynd,2.0,3.0,-37.703871,144.759532,2.0,3200000.0,13179.0,house,2011.0,SC_048,3606,hospital_057,7946,S_163,1275,20000,1325,SYDENHAM,39,0
91 Warrigal Road,1.0,2.0,-37.980791,145.071257,2.0,4840000.0,92473.0,house,2013.0,SC_003,1896,hospital_133,408,S_003,634,19865,547,MENTONE,38,0
541 Barry Road,1.0,4.0,-37.664703,144.927948,1.0,2928000.0,19008.0,house,2013.0,SC_072,1632,hospital_104,1694,S_153,1590,44817,444,DALLAS,0,1
49 Darren Road,1.0,3.0,-37.982658,145.155968,2.0,3400000.0,80302.0,house,2011.0,SC_057,1891,hospital_096,1797,S_079,1853,19890,2516,KEYSBOROUGH,48,0
15 Boston Road,2.0,4.0,-37.67357635,145.0384522,2.0,6375000.0,36179.0,house,2008.0,SC_062,4809,hospital_041,2936,S_229,1783,20006,2061,LALOR,39,0
38 Bell Street,2.0,2.0,-37.800285,144.976112,1.0,10094000.0,28271.0,house,2011.0,SC_008,1400,hospital_129,842,S_200,290,19843,1231,FITZROY,8,0
45 Panorama Drive,2.0,4.0,-37.69763565,144.7449341,2.0,3830000.0,13171.0,house,2009.0,SC_048,3943,hospital_057,9298,S_163,755,20000,2605,HILLSIDE,39,0
12 Fleming Avenue,2.0,4.0,-37.88443,144.761995,1.0,3800000.0,8818.0,house,2016.0,SC_092,3080,hospital_073,7267,S_001,2347,19924,1986,SEABROOK,30,0
5 Urquhart Street,3.0,4.0,-37.826275,145.036664,2.0,28210000.0,54578.0,house,2012.0,SC_083,653,hospital_127,225,S_208,710,19904,535,HAWTHORN,20,0
88 Locksley Road,1.0,3.0,-37.768001,145.049945,1.0,17160000.0,39057.0,house,2008.0,SC_001,717,hospital_046,1421,S_219,724,19933,410,IVANHOE,22,0
12 Larissa Avenue,2.0,3.0,-37.811385,145.234395,0.0,7140000.0,61216.0,house,2009.0,SC_032,513,hospital_105,763,S_190,333,19902,691,RINGWOOD,44,0
75 Pridham Street,2.0,3.0,-37.85170364,145.0056458,0.0,12080000.0,84349.0,house,2008.0,SC_066,1168,hospital_132,391,S_115,408,19946,733,PRAHRAN,22,0
16 Colthur Street,1.0,3.0,-37.709248,144.991041,2.0,7680000.0,33931.0,house,2015.0,SC_103,3510,hospital_139,1113,S_030,2359,20009,1634,RESERVOIR,33,0
9 Ortolan Avenue,1.0,4.0,-37.686812,144.922126,2.0,4425000.0,19268.0,house,2013.0,SC_059,3278,hospital_104,4023,S_153,971,20030,473,BROADMEADOWS,35,0
30 Downs Street,1.0,3.0,-37.75671,144.955638,2.0,12960000.0,21004.0,house,2015.0,SC_030,2748,hospital_011,330,S_074,1507,19966,598,BRUNSWICK,26,0
20 Newton Street,1.0,3.0,-37.73143005,145.0264435,1.0,6450000.0,34255.0,house,2009.0,SC_047,862,hospital_025,2182,S_225,753,20011,2111,RESERVOIR,29,0
9 Walpa Court,2.0,4.0,-37.673396,144.901577,2.0,4900000.0,19861.0,house,2010.0,SC_059,2205,hospital_104,3023,S_153,1844,20030,1918,WESTMEADOWS,35,0
19 Owen Street,1.0,3.0,-37.825725,145.188311,1.0,11550000.0,59528.0,house,2016.0,SC_088,1047,hospital_010,1774,S_202,1082,19900,917,MITCHAM,40,0
19 Glengyle Street,2.0,3.0,-37.753652,144.972974,2.0,9945000.0,22170.0,house,2013.0,SC_103,2992,hospital_144,331,S_173,1370,19966,985,COBURG,26,0
2/78 Warren Road,2.0,4.0,-37.993865,145.092976,1.0,7650000.0,92945.0,house,2011.0,SC_003,2553,hospital_001,1803,S_119,1673,19864,1463,MORDIALLOC,40,0
23 Mercedes St,2.0,3.0,-37.71467972,144.8317566,1.0,5993000.0,11783.0,house,2009.0,SC_107,2564,hospital_005,5307,S_222,2884,20001,3721,KEILOR,36,0
79 Devonshire Road,1.0,3.0,-37.785366,144.838245,1.0,5222000.0,7005.0,house,2013.0,SC_102,532,hospital_174,991,S_080,614,20021,589,SUNSHINE,25,0
19 Sumner Avenue,3.0,4.0,-37.771247,144.986702,2.0,12870000.0,29625.0,house,2014.0,SC_103,3771,hospital_035,2079,S_138,2216,20016,770,NORTHCOTE,20,0
10 Hillside Avenue,1.0,2.0,-37.922208,145.029513,2.0,6960000.0,94563.0,house,2012.0,SC_046,2075,hospital_110,1366,S_107,1144,19938,617,BENTLEIGH,39,0
21 Aubrey Grove,1.0,2.0,-37.871371,145.284088,2.0,7327000.0,73255.0,house,2011.0,SC_049,3328,hospital_049,984,S_146,1056,19869,1215,BORONIA,3,0
9 Mulsanne Way,2.0,4.0,-37.774511,145.244738,0.0,6000000.0,62387.0,house,2010.0,SC_022,4342,hospital_164,3822,S_157,2685,19878,3921,WARRANWOOD,50,0
35 Benjamin St.,1.0,2.0,-37.793847,144.831885,0.0,2280000.0,6648.0,house,2013.0,SC_102,1290,hospital_174,1799,S_080,1363,20021,597,SUNSHINE,25,0
5 Laurel Court,1.0,3.0,-37.78794479,144.879715,2.0,5616000.0,2324.0,house,2008.0,SC_043,1723,hospital_056,811,S_149,1723,20023,1620,MAIDSTONE,19,0
6 Northstead Way,2.0,4.0,-37.573675,144.928747,2.0,8687000.0,27413.0,house,2015.0,SC_005,738,hospital_104,8605,S_178,2309,40221,3386,CRAIGIEBURN,0,1
13 Tilley Street,2.0,4.0,-37.968439,145.072335,2.0,6255000.0,89980.0,house,2014.0,SC_003,1498,hospital_109,684,S_011,1699,19866,1572,CHELTENHAM,36,0
7 Ellison Street,2.0,4.0,-37.819363,145.22851,2.0,8559000.0,62224.0,house,2014.0,SC_032,736,hospital_105,1574,S_040,825,19902,389,RINGWOOD,44,0
10 Wimbledon Avenue,2.0,3.0,-37.872867,144.988196,2.0,30080000.0,84557.0,house,2016.0,SC_015,805,hospital_087,1312,S_133,422,19956,599,ELWOOD,13,0
200 Ballarat Road,1.0,3.0,-37.78291321,144.8695068,1.0,4900000.0,1990.0,house,2009.0,SC_043,1387,hospital_056,1857,S_149,1387,20022,1908,MAIDSTONE,21,0
34 Cooper Street,2.0,4.0,-37.734935,144.99595,2.0,23460000.0,32631.0,house,2015.0,SC_103,739,hospital_139,1942,S_085,653,20012,579,PRESTON,27,0
7 Gwenda Avenue,1.0,4.0,-37.823195,145.161619,1.0,10320000.0,58295.0,house,2016.0,SC_002,965,hospital_060,1191,S_202,1286,19898,1078,BLACKBURN,36,0
55 Belsize Avenue,2.0,3.0,-37.892225,145.058897,2.0,13260000.0,75301.0,house,2011.0,SC_041,832,hospital_108,2801,S_015,550,19920,666,CARNEGIE,27,0
121 Summerhill Road,1.0,3.0,-37.796085,144.881908,0.0,5650000.0,285.0,house,2010.0,SC_043,1814,hospital_056,500,S_201,1508,20023,704,FOOTSCRAY,19,0
75 Rachelle Drive,2.0,4.0,-37.843534,145.234874,2.0,5880000.0,71792.0,house,2011.0,SC_032,3467,hospital_179,921,S_139,2815,19871,1895,WANTIRNA,0,1
13 Frudal Crescent,1.0,3.0,-37.888817,145.241437,2.0,7260000.0,83027.0,house,2016.0,SC_073,5246,hospital_002,4393,S_027,1362,19868,4793,KNOXFIELD,24,0
37 Duke Street,1.0,2.0,-37.82389832,145.0037842,2.0,8172000.0,53159.0,house,2008.0,SC_038,1897,hospital_122,433,S_076,1747,19906,525,RICHMOND,11,0
165 Mansfield Street,1.0,3.0,-37.757463,145.012364,2.0,8856000.0,30820.0,house,2010.0,SC_103,2191,hospital_035,725,S_105,1047,20014,1243,THORNBURY,23,0
80 Kalbar Road,2.0,4.0,-37.69648361,145.1728668,2.0,8940000.0,47572.0,house,2008.0,SC_051,2791,hospital_075,5979,S_194,2441,19988,2874,ELTHAM,48,0
4 Catani Court,1.0,3.0,-37.67802429,144.9118652,2.0,4976000.0,18805.0,house,2008.0,SC_059,2628,hospital_104,3133,S_153,862,20030,882,BROADMEADOWS,35,0
4 Waterdale Road,3.0,4.0,-37.781565,145.040073,3.0,39000000.0,38886.0,house,2016.0,SC_001,1526,hospital_029,1673,S_219,1489,19932,748,IVANHOE,21,0
18 Vardon Street,1.0,3.0,-37.958908,145.154837,1.0,5400000.0,78735.0,house,2015.0,SC_057,4099,hospital_124,2459,S_075,667,19891,750,SPRINGVALE,45,0
502 New Street,1.0,4.0,-37.890859,144.996057,1.0,13440000.0,86857.0,house,2010.0,SC_015,2812,hospital_116,1309,S_193,973,19954,801,BRIGHTON,16,0
13 Chelsworth Loop,2.0,3.0,-37.582901,144.923511,2.0,4284000.0,25291.0,house,2013.0,SC_005,965,hospital_104,7551,S_178,1543,40221,2736,CRAIGIEBURN,0,1
42 Taylor Road,1.0,3.0,-37.78623962,145.3248444,2.0,2790000.0,66396.0,house,2009.0,SC_084,3270,hospital_113,3772,S_224,2181,19877,1107,MOOROOLBARK,54,0
72 Hilda Street,1.0,3.0,-37.698273,144.932076,2.0,2610000.0,17649.0,house,2011.0,SC_030,4118,hospital_104,5394,S_209,1116,20031,1471,GLENROY,0,1
13 Arapiles Avenue,2.0,3.0,-37.573783,144.922032,2.0,3900000.0,25277.0,house,2013.0,SC_005,164,hospital_104,8563,S_178,2485,40221,3642,CRAIGIEBURN,0,1
26 Bayles Street,2.0,3.0,-37.79424667,144.9568176,2.0,17800000.0,19943.0,house,2009.0,SC_007,2120,hospital_197,444,S_044,1860,19970,1506,PARKVILLE,18,0
14 Evelina Street,2.0,4.0,-37.804805,145.104136,1.0,9680000.0,49018.0,house,2013.0,SC_020,2195,hospital_117,1354,S_136,220,19896,1632,BALWYN,33,0
71 Valley Crescent,1.0,3.0,-37.700229,144.905748,2.0,3440000.0,17643.0,house,2010.0,SC_010,2262,hospital_184,4683,S_209,1731,20031,1055,GLENROY,0,1
5/8 Tongue Street,1.0,2.0,-37.8106863,144.8910415,1.0,6300000.0,3646.0,house,2011.0,SC_043,3215,hospital_056,2000,S_201,1264,19997,448,YARRAVILLE,14,0
10 Arapiles Avenue,2.0,4.0,-37.573481,144.9227008,2.0,3915000.0,24952.0,house,2013.0,SC_005,232,hospital_104,8597,S_178,2492,40221,3641,CRAIGIEBURN,0,1
105 Daley Street,3.0,5.0,-37.697178,144.926509,2.0,6480000.0,16304.0,house,2014.0,SC_059,3793,hospital_104,5201,S_209,1006,20031,966,GLENROY,0,1
15 Ramsbury Street,2.0,4.0,-37.606201,144.924734,2.0,5865000.0,25515.0,house,2009.0,SC_110,1604,hospital_104,4967,S_005,1535,40221,1710,CRAIGIEBURN,0,1
10/171 St Helena Road,2.0,3.0,-37.699172,145.121138,2.0,7200000.0,44085.0,house,2010.0,SC_051,4429,hospital_075,1499,S_210,1693,19985,1253,GREENSBOROUGH,37,0
325 Hull Road,1.0,3.0,-37.783363,145.322628,0.0,10050000.0,66249.0,house,2010.0,SC_084,2909,hospital_113,3697,S_224,2352,19877,912,MOOROOLBARK,54,0
3 Valnere Street,2.0,4.0,-37.783875,144.885387,1.0,9400000.0,11345.0,house,2016.0,SC_085,1212,hospital_003,986,S_049,1235,20027,1987,MARIBYRNONG,0,1
4/5 North Road,1.0,2.0,-37.897044,144.9874,2.0,7600000.0,86722.0,house,2016.0,SC_015,3210,hospital_198,1572,S_151,1858,19953,1473,BRIGHTON,19,0
64 Ellen Street,1.0,3.0,-37.953226,145.141767,1.0,7000000.0,79285.0,house,2015.0,SC_003,5036,hospital_124,3764,S_075,864,19913,1105,SPRINGVALE,43,0
63a Regent Avenue,1.0,3.0,-37.952926,145.143406,2.0,6539000.0,79284.0,house,2010.0,SC_057,5150,hospital_124,3663,S_075,722,19913,960,SPRINGVALE,43,0
77 Williamstown Road,1.0,3.0,-37.806886,144.884895,2.0,7680000.0,1418.0,house,2014.0,SC_043,2529,hospital_056,1535,S_201,1340,20023,566,SEDDON,19,0
266 Westwood Drive,2.0,3.0,-37.748537,144.749305,2.0,6375000.0,8348.0,house,2013.0,SC_048,1864,hospital_057,5890,S_156,646,20001,4460,BURNSIDE,36,0
8 Raleigh Street,1.0,2.0,-37.86865,145.033384,2.0,13500000.0,69315.0,house,2016.0,SC_023,1183,hospital_157,651,S_013,823,19944,447,MALVERN,19,0
